Document_starts,Text,Gold_BSC_seq_integrateIF,Gold_IBCC
0,.,1,1
1,It,1,1
0,',1,1
0,s,1,1
0,implied,1,1
0,that,1,1
0,the,1,1
0,extremely,1,1
0,poor,1,1
0,Asami,1,1
0,from,1,1
0,Mahoraba,1,1
0,doesn,1,1
0,',1,1
0,t,1,1
0,OWN,1,1
0,any,1,1
0,clothes,1,1
0,other,1,1
0,than,1,1
0,her,1,1
0,school,1,1
0,uniforms,1,1
0,.,1,1
1,Legalizing,2,2
0,marijuana,0,0
0,would,0,0
0,take,0,0
0,away,0,0
0,the,0,0
0,billion,0,0
0,-,0,0
0,dollar,0,0
0,income,0,0
0,from,0,0
0,drug,0,0
0,cartels,0,0
0,.,1,1
1,It,1,1
0,may,1,1
0,be,1,1
0,said,1,1
0,that,1,1
0,if,4,3
0,criminals,3,4
0,know,3,4
0,their,3,4
0,victims,3,4
0,are,3,4
0,unarmed,3,4
0,they,3,4
0,are,3,4
0,less,3,4
0,likely,3,4
0,to,3,4
0,be,3,4
0,afraid,3,4
0,of,3,4
0,committing,3,4
0,a,3,4
0,criminal,3,4
0,act,3,4
0,against,3,4
0,them,3,4
0,.,1,1
1,One,1,1
0,Million,1,1
0,Moms,1,1
0,for,1,1
0,Gun,1,1
0,Control,1,1
0,is,1,1
0,leveraging,1,1
0,the,1,1
0,collective,1,1
0,power,1,1
0,of,1,1
0,mothers,1,1
0,across,1,1
0,the,1,1
0,country,1,1
0,through,1,1
0,social,1,1
0,media,1,1
0,to,1,1
0,demand,1,1
0,action,1,1
0,on,1,1
0,gun,1,1
0,control,1,1
0,legislation,1,1
0,the,1,1
0,first,1,1
0,day,1,1
0,of,1,1
0,the,1,1
0,new,1,1
0,113th,1,1
0,Congress,1,1
0,on,1,1
0,Thursday,1,1
0,",",1,1
0,Jan,1,1
0,.,1,1
1,Feminists,1,1
0,who,1,1
0,object,1,1
0,to,1,1
0,cloning,1,1
0,fear,1,1
0,it,1,1
0,will,1,1
0,turn,1,1
0,women,1,1
0,',1,1
0,s,1,1
0,eggs,1,1
0,and,1,1
0,.,1,1
0,.,1,1
0,.,1,1
1,Gun,4,3
0,control,3,4
0,laws,3,4
0,allow,3,4
0,some,3,4
0,people,3,4
0,to,3,4
0,vent,3,4
0,their,3,4
0,emotions,3,4
0,",",3,4
0,politicians,3,4
0,to,3,4
0,grandstand,3,4
0,and,3,4
0,self,3,4
0,-,3,4
0,righteous,3,4
0,people,3,4
0,to,3,4
0,"""make",3,4
0,a,3,4
0,"statement""",3,4
0,--,3,4
0,but,3,4
0,all,3,4
0,at,3,4
0,the,3,4
0,cost,3,4
0,of,3,4
0,other,1,4
0,people's,1,4
0,lives,1,4
0,.,1,1
1,How,2,2
0,can,0,0
0,freedom,0,0
0,work,0,0
0,when,0,0
0,there,0,0
0,are,0,0
0,lots,0,0
0,of,0,0
0,people,0,0
0,"""",0,0
0,running,0,0
0,around,0,0
0,out,0,0
0,there,0,0
0,"""",0,0
0,with,0,0
0,guns,0,0
0,?,1,1
1,In,1,1
0,the,1,1
0,Netherlands,1,1
0,",",1,1
0,employers,1,1
0,can,1,1
0,reduce,1,1
0,their,1,1
0,tax,1,1
0,bill,1,1
0,if,1,1
0,they,1,1
0,employ,1,1
0,low,1,1
0,-,1,1
0,paid,1,1
0,workers,1,1
0,.,1,1
1,In,1,1
0,sum,1,1
0,",",1,1
0,these,2,2
0,findings,0,0
0,run,0,0
0,counter,0,0
0,to,0,0
0,arguments,0,0
0,suggesting,0,0
0,the,0,0
0,legalization,0,0
0,of,0,0
0,marijuana,0,0
0,for,0,0
0,medical,0,0
0,purposes,0,0
0,poses,0,0
0,a,0,0
0,danger,0,0
0,to,0,0
0,public,0,0
0,health,0,0
0,.,1,1
0,.,1,1
0,.,1,1
1,However,1,1
0,",",1,1
0,some,1,3
0,believe,1,4
0,that,1,4
0,marijuana,4,4
0,actually,3,4
0,has,3,4
0,lasting,3,4
0,damaging,3,4
0,effects,3,4
0,on,3,4
0,both,3,4
0,brain,3,4
0,and,3,4
0,body,3,4
0,.,1,1
1,They,1,1
0,concluded,1,1
0,alcohol,1,1
0,is,1,1
0,still,1,1
0,the,1,1
0,number,1,1
0,one,1,1
0,cause,1,1
0,of,1,1
0,vehicular,1,1
0,"crashes""alcohol",1,1
0,remains,1,1
0,the,1,1
0,substance,1,1
0,most,1,1
0,often,1,1
0,present,1,1
0,in,1,1
0,crashes,1,1
0,",",1,1
0,and,1,1
0,the,2,2
0,observed,0,0
0,association,0,0
0,between,0,0
0,cannabis,0,0
0,consumption,0,0
0,and,0,0
0,crash,0,0
0,risk,0,0
0,is,0,0
0,less,0,0
0,robust,0,0
0,than,0,0
0,that,0,0
0,for,0,0
0,alcohol,0,0
0,.,1,1
0,"""",1,1
1,In,4,1
0,Malta,3,1
0,",",3,1
0,an,3,3
0,unwanted,3,4
0,side,3,4
0,-,3,4
0,effect,3,4
0,of,3,4
0,the,3,4
0,minimum,3,4
0,wage,3,4
0,is,3,4
0,reported,3,4
0,to,3,4
0,be,3,4
0,a,3,4
0,poor,3,4
0,response,3,4
0,among,3,4
0,unemployed,3,4
0,people,3,4
0,to,3,4
0,activation,3,4
0,schemes,3,4
0,provided,3,4
0,by,3,4
0,the,3,4
0,Employment,3,4
0,and,3,4
0,Training,1,4
0,Corporations,1,4
0,.,1,1
1,The,2,2
0,death,0,0
0,penalty,0,0
0,gives,0,0
0,closure,0,0
0,to,0,0
0,the,0,0
0,victimas,0,0
0,families,0,0
0,and,0,0
0,loved,0,0
0,ones,0,0
0,.,1,1
1,Special,1,1
0,minimum,1,1
0,wage,1,1
0,rates,1,1
0,",",1,1
0,such,1,1
0,as,1,1
0,the,1,1
0,"""",1,1
0,Vermont,1,1
0,waitress,1,1
0,minimum,1,1
0,wage,1,1
0,"""",1,1
0,for,1,1
0,tipped,1,1
0,employees,1,1
0,",",1,1
0,may,1,1
0,apply,1,1
0,to,1,1
0,certain,1,1
0,workers,1,1
0,.,1,1
1,In,2,2
0,the,0,0
0,countries,0,0
0,where,0,0
0,abortions,0,0
0,are,0,0
0,restricted,0,0
0,",",0,0
0,illegal,0,0
0,abortions,0,0
0,are,0,0
0,common,0,0
0,although,1,1
0,their,1,1
0,precise,1,1
0,number,1,1
0,is,1,1
0,difficult,1,1
0,to,1,1
0,quantify,1,1
0,.,1,1
1,If,1,1
0,all,1,1
0,of,1,1
0,the,1,1
0,reforms,1,1
0,we,1,1
0,recommended,1,1
0,were,1,1
0,implemented,1,1
0,",",1,1
0,the,1,1
0,state,1,1
0,would,1,1
0,reduce,1,1
0,the,1,1
0,risk,1,1
0,of,1,1
0,wrongful,1,1
0,conviction,1,1
0,while,1,1
0,still,1,1
0,being,1,1
0,able,1,1
0,to,1,1
0,process,1,1
0,death,1,1
0,penalty,1,1
0,cases,1,1
0,more,1,1
0,quickly,1,1
0,.,1,1
1,Since,1,1
0,they,1,1
0,favor,1,1
0,abortion,1,1
0,",",1,1
0,the,1,1
0,data,1,1
0,they,1,1
0,provide,1,1
0,will,1,1
0,have,1,1
0,more,1,1
0,credibility,1,1
0,to,1,1
0,those,1,1
0,who,1,1
0,are,1,1
0,pro,1,1
0,-,1,1
0,choice,1,1
0,than,1,1
0,data,1,1
0,from,1,1
0,a,1,1
0,pro,1,1
0,-,1,1
0,life,1,1
0,source,1,1
0,.,1,1
1,To,4,3
0,some,3,4
0,kids,3,4
0,",",3,4
0,when,3,4
0,they,3,4
0,can,3,4
0,',3,4
0,t,3,4
0,pick,3,4
0,out,3,4
0,what,3,4
0,they,3,4
0,want,3,4
0,to,3,4
0,wear,3,4
0,and,3,4
0,they,3,4
0,are,3,4
0,already,3,4
0,stress,3,4
0,they,3,4
0,can,3,4
0,become,3,4
0,angry,3,4
0,and,3,4
0,violent,3,4
0,.,1,1
1,DVD,1,1
0,clone,1,1
0,factory,1,1
0,is,1,1
0,proved,1,1
0,a,1,1
0,very,1,1
0,popular,1,1
0,application,1,1
0,for,1,1
0,owners,1,1
0,of,1,1
0,DVD,1,1
0,.,1,1
0,.,1,1
0,.,1,1
1,But,1,1
0,because,1,1
0,both,1,1
0,relationships,1,1
0,between,1,1
0,gun,1,1
0,control,1,1
0,and,1,1
0,crime,1,1
0,rates,1,1
0,unfold,1,1
0,over,1,1
0,time,1,1
0,",",1,1
0,they,1,1
0,are,1,1
0,not,1,1
0,simultaneously,1,1
0,determined,1,1
0,in,1,1
0,the,1,1
0,usual,1,1
0,econometric,1,1
0,sense,1,1
0,.,1,1
1,\,1,1
0,"""",1,1
0,\,1,1
0,"""",1,1
0,But,1,1
0,it,1,1
0,does,1,1
0,represent,1,1
0,a,1,1
0,[,1,1
0,an,1,1
0,],1,1
0,approximate,1,1
0,50,1,1
0,percent,1,1
0,increase,1,1
0,for,1,1
0,recreational,1,1
0,products,1,1
0,",",1,1
0,over,1,1
0,the,1,1
0,cost,1,1
0,of,1,1
0,current,1,1
0,medicinal,1,1
0,products,1,1
0,.,1,1
1,The,1,1
0,small,1,1
0,number,1,1
0,of,1,1
0,mitochondria,1,1
0,in,1,1
0,a,1,1
0,spermatozoon,1,1
0,presents,1,1
0,some,1,1
0,problems,1,1
0,for,1,1
0,efficient,1,1
0,genotyping,1,1
0,;,1,1
0,this,1,1
0,is,1,1
0,an,1,1
0,area,1,1
0,that,1,1
0,is,1,1
0,currently,1,1
0,under,1,1
0,investigation,1,1
0,at,1,1
0,our,1,1
0,genetics,1,1
0,laboratory,1,1
0,at,1,1
0,Texas,1,1
0,A,1,1
0,&,1,1
0,M,1,1
0,University,1,1
0,.,1,1
1,24,1,1
0,news,1,1
0,conference,1,1
0,with,1,1
0,Antonio,1,1
0,",",1,1
0,said,1,1
0,The,1,1
0,Lancet,1,1
0,study,1,1
0,and,1,1
0,others,1,1
0,support,1,1
0,Antonio's,1,1
0,general,1,1
0,claim,1,1
0,-,1,1
0,that,1,1
0,restricting,2,2
0,access,0,0
0,to,0,0
0,abortion,0,0
0,and,0,0
0,reproductive,0,0
0,health,0,0
0,care,0,0
0,does,0,0
0,not,0,0
0,reduce,0,0
0,incidents,0,0
0,of,1,0
0,abortion,1,0
0,.,1,1
1,There,1,1
0,are,1,1
0,the,1,1
0,questions,1,3
0,of,1,4
0,the,4,4
0,waste,3,4
0,problem,3,4
0,so,3,4
0,far,3,4
0,unsolved,3,4
0,",",3,4
0,safety,3,4
0,of,3,4
0,Nuclear,3,4
0,Reactors,3,4
0,is,3,4
0,not,3,4
0,guaranteed,3,4
0,to,3,4
0,the,3,4
0,extent,3,4
0,that,3,4
0,they,3,4
0,are,3,4
0,inherently,3,4
0,safe,3,4
0,.,1,1
1,I,1,1
0,definitely,1,1
0,think,1,1
0,that,1,1
0,if,1,1
0,schools,1,1
0,are,1,1
0,going,1,1
0,to,1,1
0,mandate,1,1
0,a,1,1
0,uniform,1,1
0,",",1,1
0,they,1,1
0,need,1,1
0,to,1,1
0,think,1,1
0,about,1,1
0,the,1,3
0,cost,1,4
0,burden,1,4
0,they,1,4
0,',1,4
0,re,1,4
0,putting,1,4
0,on,1,4
0,people,1,4
0,.,1,1
1,Can,1,1
0,Now,1,1
0,Prosecute,1,1
0,Her,1,1
0,Minimum,1,1
0,Wage,1,1
0,Claim,1,1
0,The,1,1
0,Oregon,1,1
0,wage,1,1
0,claim,1,1
0,attorneys,1,1
0,at,1,1
0,Schuck,1,1
0,Law,1,1
0,",",1,1
0,LLC,1,1
0,recently,1,1
0,won,1,1
0,the,1,1
0,client,1,1
0,/,1,1
0,employee,1,1
0,the,1,1
0,right,1,1
0,to,1,1
0,proceed,1,1
0,on,1,1
0,her,1,1
0,wrongful,1,1
0,deduction,1,1
0,and,1,1
0,minimum,1,1
0,wage,1,1
0,claims,1,1
0,.,1,1
1,Human,1,1
0,cloning,1,1
0,is,1,1
0,the,1,1
0,creation,1,1
0,of,1,1
0,a,1,1
0,genetically,1,1
0,identical,1,1
0,copy,1,1
0,of,1,1
0,an,1,1
0,existing,1,1
0,",",1,1
0,or,1,1
0,previously,1,1
0,existing,1,1
0,",",1,1
0,human,1,1
0,being,1,1
0,or,1,1
0,clone,1,1
0,tissue,1,1
0,from,1,1
0,that,1,1
0,individual,1,1
0,(http://www.answers.com).,1,1
1,The,1,1
0,legal,1,1
0,definition,1,1
0,of,1,1
0,the,1,1
0,death,1,1
0,penalty,1,1
0,is,1,1
0,a,1,1
0,sentence,1,1
0,of,1,1
0,execution,1,1
0,for,1,1
0,the,1,1
0,crime,1,1
0,including,1,1
0,murder,1,1
0,and,1,1
0,some,1,1
0,other,1,1
0,capital,1,1
0,crimes,1,1
0,;,1,1
0,serious,1,1
0,crimes,1,1
0,",",1,1
0,especially,1,1
0,murder,1,1
0,",",1,1
0,which,1,1
0,are,1,1
0,punishable,1,1
0,by,1,1
0,death,1,1
0,.,1,1
1,Third,1,1
0,",",1,1
0,they,1,1
0,contend,1,1
0,that,1,1
0,the,4,3
0,minimum,3,4
0,wage,3,4
0,is,3,4
0,not,3,4
0,well,3,4
0,targeted,3,4
0,",",3,4
0,with,3,4
0,most,3,4
0,of,3,4
0,the,3,4
0,benefits,3,4
0,accruing,3,4
0,to,3,4
0,teenagers,3,4
0,and,3,4
0,families,3,4
0,that,3,4
0,already,3,4
0,have,3,4
0,relatively,3,4
0,high,3,4
0,income,3,4
0,levels,3,4
0,.,1,1
1,One,1,1
0,must,1,1
0,ask,1,1
0,",",1,1
0,given,4,1
0,that,3,1
0,we,3,3
0,have,3,4
0,had,3,4
0,so,3,4
0,many,3,4
0,innocent,3,4
0,people,3,4
0,exonerated,3,4
0,from,3,4
0,death,3,4
0,row,3,4
0,",",3,4
0,how,3,4
0,many,3,4
0,innocent,3,4
0,people,3,4
0,have,1,4
0,we,1,4
0,executed,1,4
0,?,1,1
1,The,1,1
0,Other,1,1
0,Public,1,1
0,Safety,1,1
0,Argument,1,1
0,for,1,1
0,the,1,1
0,Death,1,1
0,Penalty,1,1
0,Religious,1,1
0,Positions,1,1
0,for,1,1
0,and,1,1
0,Against,1,1
0,the,1,1
0,Death,1,1
0,PenaltyPart,1,1
0,III,1,1
0,:,1,1
1,Working,1,2
0,a,1,0
0,minimum,1,0
0,wage,1,0
0,job,1,0
0,for,1,0
0,40,1,0
0,hours,1,0
0,per,1,0
0,week,1,0
0,equates,1,0
0,to,1,0
0,an,1,0
0,income,1,0
0,of,1,0
0,$,1,0
0,290,1,0
0,per,1,0
0,week,1,0
0,a,1,0
0,less,1,0
0,than,1,0
0,someone,1,0
0,who,1,0
0,is,1,0
0,unemployed,1,0
0,.,1,1
1,Also,1,1
0,",",1,1
0,the,2,2
0,FDA,0,0
0,",",0,0
0,which,0,0
0,regulates,0,0
0,public,0,0
0,cloning,0,0
0,research,0,0
0,",",0,0
0,requires,0,0
0,anyone,0,0
0,in,0,0
0,the,0,0
0,United,0,0
0,States,0,0
0,attempting,0,0
0,to,0,0
0,clone,0,0
0,humans,0,0
0,to,0,0
0,first,0,0
0,get,0,0
0,its,0,0
0,permission,0,0
0,.,1,1
1,In,1,1
0,fact,1,1
0,",",1,1
0,it,1,1
0,can,1,1
0,be,1,1
0,argued,1,1
0,that,1,1
0,"""limited""",1,1
0,is,1,1
0,an,1,1
0,undesirable,1,1
0,attribute,1,1
0,rather,1,1
0,than,1,1
0,a,1,1
0,criteria,1,1
0,.,1,1
1,However,1,1
0,",",1,1
0,the,1,1
0,NSFG,1,1
0,',1,1
0,s,1,1
0,usefulness,1,1
0,for,1,1
0,analyses,1,1
0,of,1,1
0,pregnancy,1,1
0,intention,1,1
0,and,1,1
0,contraceptive,1,1
0,effectiveness,1,1
0,has,1,1
0,been,1,1
0,limited,1,1
0,by,1,1
0,underreporting,1,1
0,of,1,1
0,pregnancies,1,1
0,ending,1,1
0,in,1,1
0,induced,1,1
0,abortions,1,1
0,.,1,1
1,If,1,1
0,the,1,1
0,trends,1,1
0,towards,1,1
0,decreasing,1,1
0,public,1,1
0,support,1,1
0,and,1,1
0,decreased,1,1
0,usage,1,1
0,of,1,1
0,the,1,1
0,death,1,1
0,penalty,1,1
0,continue,1,1
0,",",1,1
0,then,1,1
0,the,4,3
0,death,3,4
0,penalty,3,4
0,might,3,4
0,actually,3,4
0,be,3,4
0,withering,3,4
0,away,3,4
0,and,3,4
0,we,3,4
0,might,3,4
0,as,3,4
0,well,3,4
0,do,3,4
0,away,3,4
0,with,3,4
0,it,3,4
0,and,3,4
0,join,3,4
0,the,3,4
0,rest,3,4
0,of,3,4
0,the,3,4
0,western,3,4
0,world,3,4
0,.,1,1
1,Thirty,2,2
0,-,0,0
0,six,0,0
0,percent,0,0
0,of,0,0
0,families,0,0
0,with,0,0
0,workers,0,0
0,who,0,0
0,would,0,0
0,benefit,0,0
0,from,0,0
0,an,0,0
0,increase,0,0
0,in,0,0
0,the,0,0
0,minimum,0,0
0,wage,0,0
0,rely,0,0
0,exclusively,0,0
0,on,0,0
0,the,0,0
0,earnings,0,0
0,of,0,0
0,those,0,0
0,minimum,0,0
0,wage,0,0
0,workers,0,0
0,.,1,1
1,Commuting,4,3
0,all,3,4
0,death,3,4
0,sentences,3,4
0,to,3,4
0,life,3,4
0,in,3,4
0,prison,3,4
0,would,3,4
0,save,3,4
0,hundreds,3,4
0,of,3,4
0,millions,3,4
0,of,3,4
0,dollars,3,4
0,per,3,4
0,year,3,4
0,in,1,1
0,the,1,1
0,U,1,1
0,.,1,1
1,In,4,1
0,Kansas,3,1
0,",",3,1
0,the,3,3
0,costs,3,4
0,of,3,4
0,capital,3,4
0,cases,3,4
0,are,3,4
0,70,3,4
0,%,3,4
0,more,3,4
0,expensive,3,4
0,than,3,4
0,comparable,3,4
0,non,3,4
0,-,3,4
0,capital,3,4
0,cases,3,4
0,",",1,1
0,including,1,1
0,the,1,1
0,costs,1,1
0,of,1,1
0,incarceration,1,1
0,.,1,1
1,The,1,1
0,country,1,1
0,has,1,1
0,achieved,1,1
0,high,1,1
0,economic,1,1
0,growth,1,1
0,",",1,1
0,with,1,1
0,an,1,1
0,average,1,1
0,annual,1,1
0,GDP,1,1
0,growth,1,1
0,rate,1,1
0,of,1,1
0,around,1,1
0,6,1,1
0,per,1,1
0,cent,1,1
0,over,1,1
0,the,1,1
0,past,1,1
0,ten,1,1
0,years,1,1
0,.,1,1
1,A,2,2
0,minimum,0,0
0,wage,0,0
0,increase,0,0
0,would,0,0
0,improve,0,0
0,standards,0,0
0,of,0,0
0,living,0,0
0,The,0,2
0,earnings,0,0
0,of,0,0
0,Missouri's,0,0
0,minimum,0,0
0,wage,0,0
0,workers,0,0
0,are,0,0
0,essential,0,0
0,to,0,0
0,their,0,0
0,families',0,0
0,total,0,0
0,income,0,0
0,.,1,1
1,Weitz,1,1
0,and,1,1
0,Kimport,1,1
0,argue,1,1
0,",",1,1
0,aIt,1,1
0,is,1,1
0,important,1,1
0,to,1,1
0,recognize,1,1
0,that,1,1
0,some,1,1
0,abortions,1,1
0,can,1,1
0,be,1,1
0,emotionally,1,1
0,easier,1,1
0,or,1,1
0,harder,1,1
0,;,1,1
0,it,1,1
0,is,1,1
0,problematic,1,1
0,to,1,1
0,instead,1,1
0,think,1,1
0,about,1,1
0,abortion,1,1
0,as,1,1
0,being,1,1
0,harder,1,1
0,or,1,1
0,easier,1,1
0,for,1,1
0,some,1,1
0,women,1,1
0,.,1,1
1,In,1,1
0,fact,1,1
0,",",1,1
0,it,1,1
0,was,1,1
0,in,1,1
0,1993,1,1
0,in,1,1
0,Maryland,1,1
0,that,1,1
0,DNA,1,3
0,was,1,4
0,first,1,4
0,used,1,4
0,to,1,4
0,overturn,1,4
0,a,1,4
0,death,1,4
0,row,1,4
0,sentence,1,4
0,and,1,1
0,prove,1,1
0,that,1,1
0,Kirk,1,1
0,Bloodsworth,1,1
0,was,1,1
0,innocent,1,1
0,after,1,1
0,having,1,1
0,spent,1,1
0,nine,1,1
0,years,1,1
0,in,1,1
0,prison,1,1
0,.,1,1
1,Empirical,1,1
0,evidence,1,1
0,from,1,1
0,the,1,1
0,US,1,1
0,and,1,1
0,the,1,1
0,UK,1,1
0,suggests,1,1
0,that,1,1
0,a,2,2
0,moderate,0,0
0,increase,0,0
0,in,0,0
0,the,0,0
0,minimum,0,0
0,wage,0,0
0,doesn't,0,0
0,cause,0,0
0,a,0,0
0,fall,0,0
0,in,0,0
0,employment,0,0
0,.,1,1
1,aIt,1,1
0,is,1,1
0,disturbing,1,1
0,to,1,1
0,know,1,1
0,that,1,1
0,the,1,1
0,abortion,1,1
0,industry,1,1
0,is,1,1
0,celebrating,1,1
0,a,1,1
0,so,1,1
0,-,1,1
0,called,1,1
0,victory,1,1
0,that,1,1
0,actually,1,1
0,reduces,1,1
0,the,1,1
0,standard,1,1
0,of,1,1
0,care,1,1
0,for,1,1
0,the,1,1
0,women,1,1
0,from,1,1
0,whom,1,1
0,they,1,1
0,profit,1,1
0,",",1,1
0,a,1,1
0,Dewhurst,1,1
0,said,1,1
0,.,1,1
1,Further,1,1
0,",",1,1
0,he,1,1
0,says,1,1
0,",",1,1
0,green,1,1
0,activism,1,1
0,may,1,1
0,end,1,1
0,up,1,1
0,harming,1,1
0,the,1,1
0,environment,1,1
0,and,1,1
0,our,1,1
0,health,1,1
0,",",1,1
0,"""",1,1
0,the,1,1
0,introduction,1,1
0,stated,1,1
0,.,1,1
1,For,1,1
0,example,1,1
0,",",1,1
0,what,1,1
0,previously,1,1
0,was,1,1
0,a,1,1
0,primary,1,1
0,clone,1,1
0,may,1,1
0,be,1,1
0,offline,1,1
0,",",1,1
0,stale,1,1
0,",",1,1
0,or,1,1
0,in,1,1
0,refresh,1,1
0,while,1,1
0,the,1,1
0,previous,1,1
0,secondary,1,1
0,clone,1,1
0,becomes,1,1
0,the,1,1
0,primary,1,1
0,clone,1,1
0,or,1,1
0,otherwise,1,1
0,assumes,1,1
0,a,1,1
0,new,1,1
0,state,1,1
0,.,1,1
1,An,1,1
0,abortion,1,1
0,that,1,1
0,is,1,1
0,the,1,1
0,result,1,1
0,of,1,1
0,any,1,1
0,procedure,1,1
0,done,1,1
0,by,1,1
0,a,1,1
0,licensed,1,1
0,physician,1,1
0,or,1,1
0,someone,1,1
0,under,1,1
0,the,1,1
0,supervision,1,1
0,of,1,1
0,a,1,1
0,licensed,1,1
0,physician,1,1
0,to,1,1
0,purposefully,1,1
0,end,1,1
0,a,1,1
0,pregnancy,1,1
0,is,1,1
0,called,1,1
0,an,1,1
0,induced,1,1
0,abortion,1,1
0,.,1,1
1,Still,1,1
0,another,1,1
0,bad,1,1
0,defense,1,1
0,of,1,1
0,legalization,1,1
0,is,1,1
0,that,1,1
0,marijuana,2,2
0,is,0,0
0,safer,0,0
0,than,0,0
0,alcohol,0,0
0,or,0,0
0,cigarettes,0,0
0,.,1,1
1,a,1,1
0,The,1,1
0,Federal,1,1
0,Firearms,1,1
0,Act,1,1
0,of,1,1
0,1938,1,1
0,banned,1,1
0,criminals,1,1
0,from,1,1
0,receiving,1,1
0,or,1,1
0,sending,1,1
0,firearms,1,1
0,in,1,1
0,interstate,1,1
0,or,1,1
0,foreign,1,1
0,commerce,1,1
0,and,1,1
0,regulated,1,1
0,interstate,1,1
0,commerce,1,1
0,in,1,1
0,firearms,1,1
0,.,1,1
1,But,1,1
0,because,1,1
0,minimum,4,3
0,-,3,4
0,wage,3,4
0,legislation,3,4
0,reduces,3,4
0,low,3,4
0,-,3,4
0,skilled,3,4
0,-,3,4
0,workers',3,4
0,job,3,4
0,opportunities,3,4
0,across,3,4
0,the,3,4
0,board,3,4
0,",",3,1
0,workers,3,3
0,are,3,4
0,less,3,4
0,able,3,4
0,to,3,4
0,shift,3,4
0,jobs,3,4
0,from,3,4
0,their,3,4
0,current,3,4
0,employers,3,4
0,to,3,4
0,other,1,4
0,employers,1,4
0,.,1,1
1,However,1,1
0,",",1,1
0,human,2,2
0,cloning,0,0
0,techniques,0,0
0,could,0,0
0,create,0,0
0,a,0,0
0,continuous,0,0
0,supply,0,0
0,of,0,0
0,stem,0,0
0,cells,0,0
0,for,0,0
0,such,0,0
0,research,0,0
0,.,1,1
1,Some,1,1
0,of,1,1
0,the,1,1
0,States,1,1
0,/,1,1
0,Union,1,1
0,Territories,1,1
0,are,1,1
0,yet,1,1
0,to,1,1
0,fix,1,1
0,minimum,1,1
0,rates,1,1
0,of,1,1
0,wages,1,1
0,for,1,1
0,some,1,1
0,of,1,1
0,the,1,1
0,Scheduled,1,1
0,Employments,1,1
0,(,1,1
0,new,1,1
0,or,1,1
0,already,1,1
0,existing,1,1
0,),1,1
1,He,1,1
0,added,1,1
0,that,1,1
0,those,4,3
0,on,3,4
0,death,3,4
0,row,3,4
0,in,3,4
0,other,3,4
0,states,3,4
0,who,3,4
0,were,3,4
0,exonerated,3,4
0,highlight,3,4
0,cases,3,4
0,tainted,3,4
0,by,3,4
0,FALSE,3,4
0,eyewitness,3,4
0,identifications,3,4
0,",",3,4
0,shoddy,3,4
0,forensic,3,4
0,work,3,4
0,",",3,4
0,bad,3,4
0,lawyering,3,4
0,and,3,4
0,coerced,3,4
0,confessions,3,4
0,.,1,1
1,For,1,1
0,example,1,1
0,",",1,1
0,the,4,3
0,National,3,4
0,Eye,3,4
0,Institute,3,4
0,found,3,4
0,that,3,4
0,drugs,3,4
0,already,3,4
0,on,3,4
0,the,3,4
0,market,3,4
0,were,3,4
0,more,3,4
0,effective,3,4
0,than,3,4
0,marijuana,3,4
0,in,3,4
0,treating,3,4
0,glaucoma,3,4
0,without,3,4
0,the,3,4
0,potentially,3,4
0,serious,3,4
0,side,3,4
0,effects,3,4
0,of,3,4
0,marijuana,3,4
0,.,1,1
1,Marijuana,1,1
0,is,1,1
0,the,1,1
0,most,1,1
0,commonly,1,1
0,used,1,1
0,illicit,1,1
0,drug,1,1
0,in,1,1
0,the,1,1
0,U,1,1
0,.,1,1
1,Deceased,1,1
0,Animals,1,1
0,are,1,1
0,buried,1,1
0,but,1,1
0,deceased,4,3
0,human,3,4
0,babies,3,4
0,get,3,4
0,disposed,3,4
0,of,3,4
0,in,3,4
0,hazardous,3,4
0,waste,3,4
0,containers,3,4
0,.,1,1
1,Handling,4,3
0,nuclear,3,4
0,material,3,4
0,requires,3,4
0,high,3,4
0,levels,3,4
0,of,3,4
0,safety,3,4
0,and,3,4
0,accurate,3,4
0,accounting,3,4
0,to,3,4
0,ensure,3,4
0,every,3,4
0,single,3,4
0,gram,3,4
0,of,3,4
0,fuel,3,4
0,is,3,4
0,tracked,3,4
0,and,3,4
0,kept,3,4
0,in,3,4
0,the,3,4
0,right,3,4
0,hands,3,4
0,.,1,1
1,This,1,1
0,holds,1,1
0,true,1,1
0,in,1,1
0,the,1,1
0,states,1,1
0,that,1,1
0,comply,1,1
0,with,1,1
0,the,1,1
0,federal,1,1
0,minimum,1,1
0,wage,1,1
0,",",1,1
0,in,1,1
0,addition,1,1
0,to,1,1
0,those,1,1
0,states,1,1
0,that,1,1
0,have,1,1
0,instituted,1,1
0,their,1,1
0,own,1,1
0,higher,1,1
0,minimum,1,1
0,wage,1,1
0,levels,1,1
0,.,1,1
1,It,2,2
0,reduces,0,0
0,bullying,0,0
0,in,0,0
0,schools,0,0
0,",",0,0
0,less,0,0
0,violence,0,0
0,",",0,0
0,and,0,0
0,gangs,0,0
0,in,0,0
0,schools,0,0
0,.,1,1
1,Sending,4,3
0,our,3,4
0,children,3,4
0,on,3,4
0,field,3,4
0,trips,3,4
0,is,3,4
0,expensive,3,4
0,enough,3,4
0,as,1,1
0,it,1,1
0,is,1,1
0,when,1,1
0,you,1,1
0,have,1,1
0,a,1,1
0,hard,1,1
0,enough,1,1
0,time,1,1
0,buying,1,1
0,groceries,1,1
0,and,1,1
0,neccessities,1,1
